year,sexe,age,esperance
2020,hommes,29,50.9
2021,hommes,29,51.0
2022,hommes,29,51.2
2023,hommes,29,51.9
2024,hommes,29,52.1
1998,hommes,30,46.2
1999,hommes,30,46.4
2000,hommes,30,46.7
2001,hommes,30,46.8
2002,hommes,30,47.0
2003,hommes,30,47.0
2004,hommes,30,47.8
2005,hommes,30,47.9
2006,hommes,30,48.4
2007,hommes,30,48.7
2008,hommes,30,48.9
2009,hommes,30,49.0
2010,hommes,30,49.3
2011,hommes,30,49.7
2012,hommes,30,49.7
2013,hommes,30,49.9
2014,hommes,30,50.1
2015,hommes,30,49.9
2016,hommes,30,50.2
2017,hommes,30,50.3
2018,hommes,30,50.4
2019,hommes,30,50.6
2020,hommes,30,50.0
2021,hommes,30,50.1
2022,hommes,30,50.3
2023,hommes,30,51.0
2024,hommes,30,51.1
1998,hommes,31,45.3
1999,hommes,31,45.4
2000,hommes,31,45.7
2001,hommes,31,45.9
2002,hommes,31,46.0
2003,hommes,31,46.0
2004,hommes,31,46.9
2005,hommes,31,46.9
2006,hommes,31,47.4
2007,hommes,31,47.7
2008,hommes,31,47.9
2009,hommes,31,48.1
2010,hommes,31,48.3
2011,hommes,31,48.8
2012,hommes,31,48.7
2013,hommes,31,49.0
2014,hommes,31,49.2
2015,hommes,31,49.0
2016,hommes,31,49.2
2017,hommes,31,49.4
2018,hommes,31,49.5
2019,hommes,31,49.7
2020,hommes,31,49.0
2021,hommes,31,49.1
2022,hommes,31,49.3
2023,hommes,31,50.0
2024,hommes,31,50.2
1998,hommes,32,44.3
1999,hommes,32,44.5
2000,hommes,32,44.8
2001,hommes,32,44.9
2002,hommes,32,45.1
2003,hommes,32,45.1
2004,hommes,32,45.9
2005,hommes,32,46.0
2006,hommes,32,46.5
2007,hommes,32,46.8
2008,hommes,32,46.9
2009,hommes,32,47.1
2010,hommes,32,47.4
2011,hommes,32,47.8
2012,hommes,32,47.8
2013,hommes,32,48.0
2014,hommes,32,48.2
2015,hommes,32,48.0
2016,hommes,32,48.3
2017,hommes,32,48.4
2018,hommes,32,48.5
2019,hommes,32,48.7
2020,hommes,32,48.1
2021,hommes,32,48.1
2022,hommes,32,48.3
2023,hommes,32,49.0
2024,hommes,32,49.2
1998,hommes,33,43.4
1999,hommes,33,43.6
2000,hommes,33,43.8
2001,hommes,33,44.0
2002,hommes,33,44.1
2003,hommes,33,44.1
2004,hommes,33,45.0
2005,hommes,33,45.0
2006,hommes,33,45.5
2007,hommes,33,45.8
2008,hommes,33,46.0
2009,hommes,33,46.2
2010,hommes,33,46.4
2011,hommes,33,46.8
2012,hommes,33,46.8
2013,hommes,33,47.1
2014,hommes,33,47.3
2015,hommes,33,47.1
2016,hommes,33,47.3
2017,hommes,33,47.4
2018,hommes,33,47.6
2019,hommes,33,47.8
2020,hommes,33,47.1
2021,hommes,33,47.2
2022,hommes,33,47.4
2023,hommes,33,48.1
2024,hommes,33,48.3
1998,hommes,34,42.4
1999,hommes,34,42.6
2000,hommes,34,42.9
2001,hommes,34,43.0
2002,hommes,34,43.2
2003,hommes,34,43.2
2004,hommes,34,44.0
2005,hommes,34,44.1
2006,hommes,34,44.6
2007,hommes,34,44.9
2008,hommes,34,45.0
2009,hommes,34,45.2
2010,hommes,34,45.5
2011,hommes,34,45.9
2012,hommes,34,45.8
2013,hommes,34,46.1
2014,hommes,34,46.3
2015,hommes,34,46.1
2016,hommes,34,46.3
2017,hommes,34,46.5
2018,hommes,34,46.6
2019,hommes,34,46.8
2020,hommes,34,46.1
2021,hommes,34,46.2
2022,hommes,34,46.4
2023,hommes,34,47.1
2024,hommes,34,47.3
1998,hommes,35,41.5
1999,hommes,35,41.7
2000,hommes,35,42.0
2001,hommes,35,42.1
2002,hommes,35,42.2
2003,hommes,35,42.2
2004,hommes,35,43.1
2005,hommes,35,43.1
2006,hommes,35,43.6
2007,hommes,35,43.9
2008,hommes,35,44.1
2009,hommes,35,44.3
2010,hommes,35,44.5
2011,hommes,35,44.9
2012,hommes,35,44.9
2013,hommes,35,45.1
2014,hommes,35,45.4
2015,hommes,35,45.1
2016,hommes,35,45.4
2017,hommes,35,45.5
2018,hommes,35,45.6
2019,hommes,35,45.9
2020,hommes,35,45.2
2021,hommes,35,45.3
2022,hommes,35,45.5
2023,hommes,35,46.2
2024,hommes,35,46.3
1998,hommes,36,40.6
1999,hommes,36,40.7
2000,hommes,36,41.0
2001,hommes,36,41.2
2002,hommes,36,41.3
2003,hommes,36,41.3
2004,hommes,36,42.1
2005,hommes,36,42.2
2006,hommes,36,42.7
2007,hommes,36,43.0
2008,hommes,36,43.1
2009,hommes,36,43.3
2010,hommes,36,43.6
2011,hommes,36,44.0
2012,hommes,36,43.9
2013,hommes,36,44.2
2014,hommes,36,44.4
2015,hommes,36,44.2
2016,hommes,36,44.4
2017,hommes,36,44.6
2018,hommes,36,44.7
2019,hommes,36,44.9
2020,hommes,36,44.2
2021,hommes,36,44.3
2022,hommes,36,44.5
2023,hommes,36,45.2
2024,hommes,36,45.4
1998,hommes,37,39.6
1999,hommes,37,39.8
2000,hommes,37,40.1
2001,hommes,37,40.2
2002,hommes,37,40.4
2003,hommes,37,40.4
2004,hommes,37,41.2
2005,hommes,37,41.2
2006,hommes,37,41.8
2007,hommes,37,42.0
2008,hommes,37,42.2
2009,hommes,37,42.4
2010,hommes,37,42.6
2011,hommes,37,43.0
2012,hommes,37,43.0
2013,hommes,37,43.2
2014,hommes,37,43.4
2015,hommes,37,43.2
2016,hommes,37,43.5
2017,hommes,37,43.6
2018,hommes,37,43.7
2019,hommes,37,43.9
2020,hommes,37,43.3
2021,hommes,37,43.4
2022,hommes,37,43.6
2023,hommes,37,44.3
2024,hommes,37,44.4
1998,hommes,38,38.7
1999,hommes,38,38.9
2000,hommes,38,39.2
2001,hommes,38,39.3
2002,hommes,38,39.5
2003,hommes,38,39.4
2004,hommes,38,40.3
2005,hommes,38,40.3
2006,hommes,38,40.8
2007,hommes,38,41.1
2008,hommes,38,41.3
2009,hommes,38,41.5
2010,hommes,38,41.7
2011,hommes,38,42.1
2012,hommes,38,42.0
2013,hommes,38,42.3
2014,hommes,38,42.5
2015,hommes,38,42.3
2016,hommes,38,42.5
2017,hommes,38,42.7
2018,hommes,38,42.8
2019,hommes,38,43.0
2020,hommes,38,42.3
2021,hommes,38,42.4
2022,hommes,38,42.6
2023,hommes,38,43.3
2024,hommes,38,43.5
1998,hommes,39,37.8
1999,hommes,39,38.0
2000,hommes,39,38.2
2001,hommes,39,38.4
2002,hommes,39,38.5
2003,hommes,39,38.5
2004,hommes,39,39.3
2005,hommes,39,39.4
2006,hommes,39,39.9
2007,hommes,39,40.1
2008,hommes,39,40.3
2009,hommes,39,40.5
2010,hommes,39,40.7
2011,hommes,39,41.2
2012,hommes,39,41.1
2013,hommes,39,41.4
2014,hommes,39,41.5
2015,hommes,39,41.4
2016,hommes,39,41.6
2017,hommes,39,41.7
2018,hommes,39,41.9
2019,hommes,39,42.1
2020,hommes,39,41.4
2021,hommes,39,41.5
2022,hommes,39,41.7
2023,hommes,39,42.4
2024,hommes,39,42.5
1998,hommes,40,36.9
1999,hommes,40,37.0
2000,hommes,40,37.3
2001,hommes,40,37.5
2002,hommes,40,37.6
2003,hommes,40,37.6
2004,hommes,40,38.4
2005,hommes,40,38.4
2006,hommes,40,38.9
2007,hommes,40,39.2
2008,hommes,40,39.4
2009,hommes,40,39.6
2010,hommes,40,39.8
2011,hommes,40,40.2
2012,hommes,40,40.1
2013,hommes,40,40.4
2014,hommes,40,40.6
2015,hommes,40,40.4
2016,hommes,40,40.6
2017,hommes,40,40.8
2018,hommes,40,40.9
2019,hommes,40,41.1
2020,hommes,40,40.4
2021,hommes,40,40.5
2022,hommes,40,40.7
2023,hommes,40,41.4
2024,hommes,40,41.6
1998,hommes,41,36.0
1999,hommes,41,36.1
2000,hommes,41,36.4
2001,hommes,41,36.6
2002,hommes,41,36.7
2003,hommes,41,36.7
2004,hommes,41,37.5
2005,hommes,41,37.5
2006,hommes,41,38.0
2007,hommes,41,38.3
2008,hommes,41,38.4
2009,hommes,41,38.7
2010,hommes,41,38.9
2011,hommes,41,39.3
2012,hommes,41,39.2
2013,hommes,41,39.5
2014,hommes,41,39.7
2015,hommes,41,39.5
2016,hommes,41,39.7
2017,hommes,41,39.8
2018,hommes,41,40.0
2019,hommes,41,40.2
2020,hommes,41,39.5
2021,hommes,41,39.6
2022,hommes,41,39.8
2023,hommes,41,40.5
2024,hommes,41,40.7
1998,hommes,42,35.1
1999,hommes,42,35.2
2000,hommes,42,35.5
2001,hommes,42,35.7
2002,hommes,42,35.8
2003,hommes,42,35.8
2004,hommes,42,36.6
2005,hommes,42,36.6
2006,hommes,42,37.1
2007,hommes,42,37.4
2008,hommes,42,37.5
2009,hommes,42,37.7
2010,hommes,42,38.0
2011,hommes,42,38.4
2012,hommes,42,38.3
2013,hommes,42,38.5
2014,hommes,42,38.7
2015,hommes,42,38.5
2016,hommes,42,38.8
2017,hommes,42,38.9
2018,hommes,42,39.0
2019,hommes,42,39.2
2020,hommes,42,38.6
2021,hommes,42,38.7
2022,hommes,42,38.9
2023,hommes,42,39.6
2024,hommes,42,39.7
1998,hommes,43,34.2
1999,hommes,43,34.3
2000,hommes,43,34.6
2001,hommes,43,34.8
2002,hommes,43,34.9
2003,hommes,43,34.9
2004,hommes,43,35.7
2005,hommes,43,35.7
2006,hommes,43,36.2
2007,hommes,43,36.4
2008,hommes,43,36.6
2009,hommes,43,36.8
2010,hommes,43,37.0
2011,hommes,43,37.4
2012,hommes,43,37.4
2013,hommes,43,37.6
2014,hommes,43,37.8
2015,hommes,43,37.6
2016,hommes,43,37.8
2017,hommes,43,38.0
2018,hommes,43,38.1
2019,hommes,43,38.3
2020,hommes,43,37.6
2021,hommes,43,37.7
2022,hommes,43,37.9
2023,hommes,43,38.6
2024,hommes,43,38.8
1998,hommes,44,33.3
1999,hommes,44,33.5
2000,hommes,44,33.7
2001,hommes,44,33.9
2002,hommes,44,34.0
2003,hommes,44,34.0
2004,hommes,44,34.8
2005,hommes,44,34.8
2006,hommes,44,35.3
2007,hommes,44,35.5
2008,hommes,44,35.7
2009,hommes,44,35.9
2010,hommes,44,36.1
2011,hommes,44,36.5
2012,hommes,44,36.4
2013,hommes,44,36.7
2014,hommes,44,36.9
2015,hommes,44,36.7
2016,hommes,44,36.9
2017,hommes,44,37.0
2018,hommes,44,37.2
2019,hommes,44,37.4
2020,hommes,44,36.7
2021,hommes,44,36.8
2022,hommes,44,37.0
2023,hommes,44,37.7
2024,hommes,44,37.9
1998,hommes,45,32.4
1999,hommes,45,32.6
2000,hommes,45,32.9
2001,hommes,45,33.0
2002,hommes,45,33.1
2003,hommes,45,33.1
2004,hommes,45,33.9
2005,hommes,45,33.9
2006,hommes,45,34.4
2007,hommes,45,34.6
2008,hommes,45,34.8
2009,hommes,45,35.0
2010,hommes,45,35.2
2011,hommes,45,35.6
2012,hommes,45,35.5
2013,hommes,45,35.8
2014,hommes,45,35.9
2015,hommes,45,35.8
2016,hommes,45,36.0
2017,hommes,45,36.1
2018,hommes,45,36.2
2019,hommes,45,36.4
2020,hommes,45,35.8
2021,hommes,45,35.9
2022,hommes,45,36.1
2023,hommes,45,36.8
2024,hommes,45,36.9
1998,hommes,46,31.6
1999,hommes,46,31.7
2000,hommes,46,32.0
2001,hommes,46,32.1
2002,hommes,46,32.2
2003,hommes,46,32.2
2004,hommes,46,33.0
2005,hommes,46,33.0
2006,hommes,46,33.5
2007,hommes,46,33.7
2008,hommes,46,33.9
2009,hommes,46,34.1
2010,hommes,46,34.3
2011,hommes,46,34.7
2012,hommes,46,34.6
2013,hommes,46,34.9
2014,hommes,46,35.0
2015,hommes,46,34.9
2016,hommes,46,35.1
2017,hommes,46,35.2
2018,hommes,46,35.3
2019,hommes,46,35.5
2020,hommes,46,34.9
2021,hommes,46,35.0
2022,hommes,46,35.2
2023,hommes,46,35.9
2024,hommes,46,36.0
1998,hommes,47,30.7
1999,hommes,47,30.9
2000,hommes,47,31.1
2001,hommes,47,31.3
2002,hommes,47,31.4
2003,hommes,47,31.3
2004,hommes,47,32.1
2005,hommes,47,32.1
2006,hommes,47,32.6
2007,hommes,47,32.9
2008,hommes,47,33.0
2009,hommes,47,33.2
2010,hommes,47,33.4
2011,hommes,47,33.8
2012,hommes,47,33.7
2013,hommes,47,34.0
2014,hommes,47,34.1
2015,hommes,47,34.0
2016,hommes,47,34.2
2017,hommes,47,34.3
2018,hommes,47,34.4
2019,hommes,47,34.6
2020,hommes,47,33.9
2021,hommes,47,34.0
2022,hommes,47,34.2
2023,hommes,47,34.9
2024,hommes,47,35.1
1998,hommes,48,29.9
1999,hommes,48,30.0
2000,hommes,48,30.3
2001,hommes,48,30.4
2002,hommes,48,30.5
2003,hommes,48,30.5
2004,hommes,48,31.3
2005,hommes,48,31.2
2006,hommes,48,31.8
2007,hommes,48,32.0
2008,hommes,48,32.1
2009,hommes,48,32.3
2010,hommes,48,32.5
2011,hommes,48,32.9
2012,hommes,48,32.8
2013,hommes,48,33.1
2014,hommes,48,33.2
2015,hommes,48,33.1
2016,hommes,48,33.3
2017,hommes,48,33.4
2018,hommes,48,33.5
2019,hommes,48,33.7
2020,hommes,48,33.0
2021,hommes,48,33.1
2022,hommes,48,33.3
2023,hommes,48,34.0
2024,hommes,48,34.2
1998,hommes,49,29.0
1999,hommes,49,29.2
2000,hommes,49,29.4
2001,hommes,49,29.6
2002,hommes,49,29.7
2003,hommes,49,29.6
2004,hommes,49,30.4
2005,hommes,49,30.4
2006,hommes,49,30.9
2007,hommes,49,31.1
2008,hommes,49,31.3
2009,hommes,49,31.5
2010,hommes,49,31.7
2011,hommes,49,32.0
2012,hommes,49,31.9
2013,hommes,49,32.2
2014,hommes,49,32.3
2015,hommes,49,32.2
2016,hommes,49,32.4
2017,hommes,49,32.5
2018,hommes,49,32.6
2019,hommes,49,32.8
2020,hommes,49,32.1
2021,hommes,49,32.2
2022,hommes,49,32.4
2023,hommes,49,33.1
2024,hommes,49,33.3
1998,hommes,50,28.2
1999,hommes,50,28.3
2000,hommes,50,28.6
2001,hommes,50,28.7
2002,hommes,50,28.8
2003,hommes,50,28.8
2004,hommes,50,29.6
2005,hommes,50,29.6
2006,hommes,50,30.0
2007,hommes,50,30.3
2008,hommes,50,30.4
2009,hommes,50,30.6
2010,hommes,50,30.8
2011,hommes,50,31.2
2012,hommes,50,31.1
2013,hommes,50,31.3
2014,hommes,50,31.5
2015,hommes,50,31.3
2016,hommes,50,31.5
2017,hommes,50,31.6
2018,hommes,50,31.7
2019,hommes,50,31.9
2020,hommes,50,31.2
2021,hommes,50,31.3
2022,hommes,50,31.5
2023,hommes,50,32.2
2024,hommes,50,32.4
1998,hommes,51,27.3
1999,hommes,51,27.5
2000,hommes,51,27.7
2001,hommes,51,27.9
2002,hommes,51,28.0
2003,hommes,51,28.0
2004,hommes,51,28.7
2005,hommes,51,28.7
2006,hommes,51,29.2
2007,hommes,51,29.4
2008,hommes,51,29.6
2009,hommes,51,29.7
2010,hommes,51,29.9
2011,hommes,51,30.3
2012,hommes,51,30.2
2013,hommes,51,30.4
2014,hommes,51,30.6
2015,hommes,51,30.4
2016,hommes,51,30.6
2017,hommes,51,30.7
2018,hommes,51,30.8
2019,hommes,51,31.0
2020,hommes,51,30.3
2021,hommes,51,30.5
2022,hommes,51,30.7
2023,hommes,51,31.3
2024,hommes,51,31.5
1998,hommes,52,26.5
1999,hommes,52,26.6
2000,hommes,52,26.9
2001,hommes,52,27.1
2002,hommes,52,27.2
2003,hommes,52,27.1
2004,hommes,52,27.9
2005,hommes,52,27.9
2006,hommes,52,28.4
2007,hommes,52,28.6
2008,hommes,52,28.7
2009,hommes,52,28.9
2010,hommes,52,29.1
2011,hommes,52,29.5
2012,hommes,52,29.3
2013,hommes,52,29.6
2014,hommes,52,29.7
2015,hommes,52,29.5
2016,hommes,52,29.7
2017,hommes,52,29.8
2018,hommes,52,30.0
2019,hommes,52,30.1
2020,hommes,52,29.5
2021,hommes,52,29.6
2022,hommes,52,29.8
2023,hommes,52,30.4
2024,hommes,52,30.6
1998,hommes,53,25.7
1999,hommes,53,25.8
2000,hommes,53,26.1
2001,hommes,53,26.3
2002,hommes,53,26.3
2003,hommes,53,26.3
2004,hommes,53,27.1
2005,hommes,53,27.1
2006,hommes,53,27.6
2007,hommes,53,27.8
2008,hommes,53,27.9
2009,hommes,53,28.1
2010,hommes,53,28.3
2011,hommes,53,28.6
2012,hommes,53,28.5
2013,hommes,53,28.7
2014,hommes,53,28.9
2015,hommes,53,28.7
2016,hommes,53,28.9
2017,hommes,53,29.0
2018,hommes,53,29.1
2019,hommes,53,29.3
2020,hommes,53,28.6
2021,hommes,53,28.7
2022,hommes,53,28.9
2023,hommes,53,29.6
2024,hommes,53,29.7
1998,hommes,54,24.9
1999,hommes,54,25.0
2000,hommes,54,25.3
2001,hommes,54,25.4
2002,hommes,54,25.5
2003,hommes,54,25.5
2004,hommes,54,26.2
2005,hommes,54,26.2
2006,hommes,54,26.7
2007,hommes,54,26.9
2008,hommes,54,27.1
2009,hommes,54,27.2
2010,hommes,54,27.4
2011,hommes,54,27.8
2012,hommes,54,27.7
2013,hommes,54,27.9
2014,hommes,54,28.0
2015,hommes,54,27.8
2016,hommes,54,28.0
2017,hommes,54,28.1
2018,hommes,54,28.2
2019,hommes,54,28.4
2020,hommes,54,27.7
2021,hommes,54,27.9
2022,hommes,54,28.0
2023,hommes,54,28.7
2024,hommes,54,28.9
1998,hommes,55,24.1
1999,hommes,55,24.2
2000,hommes,55,24.5
2001,hommes,55,24.6
2002,hommes,55,24.7
2003,hommes,55,24.7
2004,hommes,55,25.4
2005,hommes,55,25.4
2006,hommes,55,25.9
2007,hommes,55,26.1
2008,hommes,55,26.3
2009,hommes,55,26.4
2010,hommes,55,26.6
2011,hommes,55,27.0
2012,hommes,55,26.8
2013,hommes,55,27.1
2014,hommes,55,27.2
2015,hommes,55,27.0
2016,hommes,55,27.2
2017,hommes,55,27.3
2018,hommes,55,27.4
2019,hommes,55,27.5
2020,hommes,55,26.9
2021,hommes,55,27.0
2022,hommes,55,27.2
2023,hommes,55,27.8
2024,hommes,55,28.0
1998,hommes,56,23.3
1999,hommes,56,23.4
2000,hommes,56,23.7
2001,hommes,56,23.8
2002,hommes,56,23.9
2003,hommes,56,23.9
2004,hommes,56,24.6
2005,hommes,56,24.6
2006,hommes,56,25.1
2007,hommes,56,25.3
2008,hommes,56,25.5
2009,hommes,56,25.6
2010,hommes,56,25.8
2011,hommes,56,26.2
2012,hommes,56,26.0
2013,hommes,56,26.2
2014,hommes,56,26.3
2015,hommes,56,26.1
2016,hommes,56,26.3
2017,hommes,56,26.4
2018,hommes,56,26.5
2019,hommes,56,26.7
2020,hommes,56,26.0
2021,hommes,56,26.2
2022,hommes,56,26.3
2023,hommes,56,27.0
2024,hommes,56,27.2
1998,hommes,57,22.5
1999,hommes,57,22.6
2000,hommes,57,22.9
2001,hommes,57,23.0
2002,hommes,57,23.1
2003,hommes,57,23.1
2004,hommes,57,23.8
2005,hommes,57,23.8
2006,hommes,57,24.3
2007,hommes,57,24.5
2008,hommes,57,24.7
2009,hommes,57,24.9
2010,hommes,57,25.0
2011,hommes,57,25.4
2012,hommes,57,25.2
2013,hommes,57,25.4
2014,hommes,57,25.5
2015,hommes,57,25.3
2016,hommes,57,25.5
2017,hommes,57,25.6
2018,hommes,57,25.7
2019,hommes,57,25.9
2020,hommes,57,25.2
2021,hommes,57,25.3
2022,hommes,57,25.5
2023,hommes,57,26.1
2024,hommes,57,26.3
1998,hommes,58,21.7
1999,hommes,58,21.8
2000,hommes,58,22.1
2001,hommes,58,22.3
2002,hommes,58,22.3
2003,hommes,58,22.3
2004,hommes,58,23.0
2005,hommes,58,23.0
2006,hommes,58,23.5
2007,hommes,58,23.8
2008,hommes,58,23.9
2009,hommes,58,24.1
2010,hommes,58,24.2
2011,hommes,58,24.6
2012,hommes,58,24.4
2013,hommes,58,24.6
2014,hommes,58,24.7
2015,hommes,58,24.5
2016,hommes,58,24.7
2017,hommes,58,24.8
2018,hommes,58,24.9
2019,hommes,58,25.0
2020,hommes,58,24.4
2021,hommes,58,24.5
2022,hommes,58,24.7
2023,hommes,58,25.3
2024,hommes,58,25.5
1998,hommes,59,20.9
1999,hommes,59,21.0
2000,hommes,59,21.3
2001,hommes,59,21.5
2002,hommes,59,21.6
2003,hommes,59,21.5
2004,hommes,59,22.2
2005,hommes,59,22.3
2006,hommes,59,22.8
2007,hommes,59,23.0
2008,hommes,59,23.1
2009,hommes,59,23.3
2010,hommes,59,23.5
2011,hommes,59,23.8
2012,hommes,59,23.7
2013,hommes,59,23.8
2014,hommes,59,23.9
2015,hommes,59,23.7
2016,hommes,59,23.9
2017,hommes,59,24.0
2018,hommes,59,24.1
2019,hommes,59,24.2
2020,hommes,59,23.6
2021,hommes,59,23.7
2022,hommes,59,23.9
2023,hommes,59,24.5
2024,hommes,59,24.7
1998,hommes,60,20.1
1999,hommes,60,20.3
2000,hommes,60,20.5
2001,hommes,60,20.7
2002,hommes,60,20.8
2003,hommes,60,20.8
2004,hommes,60,21.5
2005,hommes,60,21.5
2006,hommes,60,22.0
2007,hommes,60,22.2
2008,hommes,60,22.3
2009,hommes,60,22.5
2010,hommes,60,22.7
2011,hommes,60,23.1
2012,hommes,60,22.9
2013,hommes,60,23.1
2014,hommes,60,23.1
2015,hommes,60,23.0
2016,hommes,60,23.1
2017,hommes,60,23.2
2018,hommes,60,23.3
2019,hommes,60,23.4
2020,hommes,60,22.8
2021,hommes,60,22.9
2022,hommes,60,23.0
2023,hommes,60,23.7
2024,hommes,60,23.8
1998,hommes,61,19.4
1999,hommes,61,19.5
2000,hommes,61,19.8
2001,hommes,61,19.9
2002,hommes,61,20.0
2003,hommes,61,20.0
2004,hommes,61,20.7
2005,hommes,61,20.7
2006,hommes,61,21.2
2007,hommes,61,21.4
2008,hommes,61,21.5
2009,hommes,61,21.8
2010,hommes,61,21.9
2011,hommes,61,22.3
2012,hommes,61,22.1
2013,hommes,61,22.3
2014,hommes,61,22.4
2015,hommes,61,22.2
2016,hommes,61,22.3
2017,hommes,61,22.4
2018,hommes,61,22.5
2019,hommes,61,22.6
2020,hommes,61,22.0
2021,hommes,61,22.1
2022,hommes,61,22.2
2023,hommes,61,22.9
2024,hommes,61,23.0
1998,hommes,62,18.6
1999,hommes,62,18.8
2000,hommes,62,19.0
2001,hommes,62,19.2
2002,hommes,62,19.3
2003,hommes,62,19.2
2004,hommes,62,19.9
2005,hommes,62,19.9
2006,hommes,62,20.5
2007,hommes,62,20.7
2008,hommes,62,20.8
2009,hommes,62,21.0
2010,hommes,62,21.2
2011,hommes,62,21.5
2012,hommes,62,21.4
2013,hommes,62,21.5
2014,hommes,62,21.6
2015,hommes,62,21.4
2016,hommes,62,21.6
2017,hommes,62,21.6
2018,hommes,62,21.7
2019,hommes,62,21.9
2020,hommes,62,21.2
2021,hommes,62,21.3
2022,hommes,62,21.5
2023,hommes,62,22.1
2024,hommes,62,22.2
1998,hommes,63,17.9
1999,hommes,63,18.0
2000,hommes,63,18.3
2001,hommes,63,18.4
2002,hommes,63,18.5
2003,hommes,63,18.5
2004,hommes,63,19.2
2005,hommes,63,19.2
2006,hommes,63,19.7
2007,hommes,63,19.9
2008,hommes,63,20.0
2009,hommes,63,20.2
2010,hommes,63,20.4
2011,hommes,63,20.8
2012,hommes,63,20.6
2013,hommes,63,20.8
2014,hommes,63,20.8
2015,hommes,63,20.7
2016,hommes,63,20.8
2017,hommes,63,20.9
2018,hommes,63,21.0
2019,hommes,63,21.1
2020,hommes,63,20.4
2021,hommes,63,20.5
2022,hommes,63,20.7
2023,hommes,63,21.3
2024,hommes,63,21.4
1998,hommes,64,17.2
1999,hommes,64,17.3
2000,hommes,64,17.5
2001,hommes,64,17.7
2002,hommes,64,17.8
2003,hommes,64,17.7
2004,hommes,64,18.4
2005,hommes,64,18.4
2006,hommes,64,18.9
2007,hommes,64,19.1
2008,hommes,64,19.3
2009,hommes,64,19.5
2010,hommes,64,19.6
2011,hommes,64,20.0
2012,hommes,64,19.9
2013,hommes,64,20.0
2014,hommes,64,20.1
2015,hommes,64,19.9
2016,hommes,64,20.1
2017,hommes,64,20.1
2018,hommes,64,20.2
2019,hommes,64,20.3
2020,hommes,64,19.7
2021,hommes,64,19.8
2022,hommes,64,19.9
2023,hommes,64,20.5
2024,hommes,64,20.7
1998,hommes,65,16.5
1999,hommes,65,16.6
2000,hommes,65,16.8
2001,hommes,65,17.0
2002,hommes,65,17.0
2003,hommes,65,17.0
2004,hommes,65,17.7
2005,hommes,65,17.7
2006,hommes,65,18.2
2007,hommes,65,18.4
2008,hommes,65,18.5
2009,hommes,65,18.7
2010,hommes,65,18.9
2011,hommes,65,19.3
2012,hommes,65,19.1
2013,hommes,65,19.3
2014,hommes,65,19.3
2015,hommes,65,19.1
2016,hommes,65,19.3
2017,hommes,65,19.4
2018,hommes,65,19.5
2019,hommes,65,19.6
2020,hommes,65,18.9
2021,hommes,65,19.0
2022,hommes,65,19.2
2023,hommes,65,19.7
2024,hommes,65,19.9
1998,hommes,66,15.8
1999,hommes,66,15.9
2000,hommes,66,16.1
2001,hommes,66,16.2
2002,hommes,66,16.3
2003,hommes,66,16.3
2004,hommes,66,17.0
2005,hommes,66,17.0
2006,hommes,66,17.5
2007,hommes,66,17.7
2008,hommes,66,17.8
2009,hommes,66,18.0
2010,hommes,66,18.2
2011,hommes,66,18.5
2012,hommes,66,18.4
2013,hommes,66,18.6
2014,hommes,66,18.6
2015,hommes,66,18.4
2016,hommes,66,18.6
2017,hommes,66,18.6
2018,hommes,66,18.7
2019,hommes,66,18.8
2020,hommes,66,18.2
2021,hommes,66,18.3
2022,hommes,66,18.4
2023,hommes,66,19.0
2024,hommes,66,19.1
1998,hommes,67,15.1
1999,hommes,67,15.2
2000,hommes,67,15.4
2001,hommes,67,15.5
2002,hommes,67,15.6
2003,hommes,67,15.5
2004,hommes,67,16.2
2005,hommes,67,16.2
2006,hommes,67,16.7
2007,hommes,67,16.9
2008,hommes,67,17.1
2009,hommes,67,17.3
2010,hommes,67,17.4
2011,hommes,67,17.8
2012,hommes,67,17.6
2013,hommes,67,17.8
2014,hommes,67,17.8
2015,hommes,67,17.7
2016,hommes,67,17.8
2017,hommes,67,17.9
2018,hommes,67,18.0
2019,hommes,67,18.1
2020,hommes,67,17.4
2021,hommes,67,17.6
2022,hommes,67,17.7
2023,hommes,67,18.3
2024,hommes,67,18.4
1998,hommes,68,14.5
1999,hommes,68,14.5
2000,hommes,68,14.7
2001,hommes,68,14.9
2002,hommes,68,14.9
2003,hommes,68,14.8
2004,hommes,68,15.5
2005,hommes,68,15.5
2006,hommes,68,16.0
2007,hommes,68,16.2
2008,hommes,68,16.3
2009,hommes,68,16.5
2010,hommes,68,16.7
2011,hommes,68,17.1
2012,hommes,68,16.9
2013,hommes,68,17.1
2014,hommes,68,17.1
2015,hommes,68,16.9
2016,hommes,68,17.1
2017,hommes,68,17.2
2018,hommes,68,17.2
2019,hommes,68,17.4
2020,hommes,68,16.7
2021,hommes,68,16.9
2022,hommes,68,17.0
2023,hommes,68,17.5
2024,hommes,68,17.7
1998,hommes,69,13.8
1999,hommes,69,13.9
2000,hommes,69,14.1
2001,hommes,69,14.2
2002,hommes,69,14.2
2003,hommes,69,14.1
2004,hommes,69,14.8
2005,hommes,69,14.8
2006,hommes,69,15.3
2007,hommes,69,15.5
2008,hommes,69,15.6
2009,hommes,69,15.8
2010,hommes,69,16.0
2011,hommes,69,16.3
2012,hommes,69,16.2
2013,hommes,69,16.4
2014,hommes,69,16.4
2015,hommes,69,16.2
